filename,class,xmin,ymin,xmax,ymax
IMG_2610.JPG,jack,309,21,378,159
IMG_2610.JPG,king,168,144,335,329
IMG_2610.JPG,nine,40,23,159,165
IMG_2610.JPG,queen,155,1,287,93
IMG_2611.JPG,ace,294,231,378,357
IMG_2611.JPG,nine,283,85,378,208
IMG_2611.JPG,jack,30,443,204,504
IMG_2611.JPG,ten,50,264,220,458
IMG_2611.JPG,ten,32,121,197,271
IMG_2612.JPG,nine,45,1,185,107
IMG_2612.JPG,nine,43,280,211,444
IMG_2612.JPG,ace,50,119,202,230
IMG_2612.JPG,ace,293,190,378,299
IMG_2612.JPG,queen,187,302,343,482
IMG_2613.JPG,queen,302,255,378,399
IMG_2613.JPG,queen,15,145,173,333
IMG_2613.JPG,jack,61,324,260,504
IMG_2613.JPG,ace,103,1,280,136
IMG_2614.JPG,ace,153,1,307,114
IMG_2614.JPG,queen,78,101,235,239
IMG_2614.JPG,queen,46,317,220,504
IMG_2614.JPG,king,189,258,353,403
IMG_2614.JPG,ten,301,175,378,291
IMG_2615.JPG,ten,68,276,240,486
IMG_2615.JPG,king,1,289,71,456
IMG_2615.JPG,queen,1,43,97,236
IMG_2615.JPG,ace,105,3,258,156
IMG_2616.JPG,nine,236,184,339,326
IMG_2616.JPG,nine,126,55,171,205
IMG_2616.JPG,queen,16,53,126,205
IMG_2616.JPG,ten,39,295,143,436
IMG_2616.JPG,jack,139,294,181,436
IMG_2617.JPG,nine,63,130,229,360
IMG_2617.JPG,ace,224,122,300,348
IMG_2618.JPG,ten,105,81,340,249
IMG_2618.JPG,king,105,245,324,325
IMG_2619.JPG,ten,266,47,345,297
IMG_2619.JPG,queen,93,48,267,302
IMG_2620.JPG,ace,96,92,280,340
IMG_2620.JPG,jack,267,92,349,344
IMG_2621.JPG,jack,55,246,203,354
IMG_2621.JPG,king,230,300,340,450
IMG_2621.JPG,ace,216,109,339,271
IMG_2621.JPG,queen,53,33,218,214
IMG_2622.JPG,ten,41,230,211,469
IMG_2622.JPG,king,201,215,282,452
IMG_2623.JPG,ace,57,20,217,263
IMG_2623.JPG,jack,215,18,310,262
IMG_2624.JPG,king,177,305,330,416
IMG_2624.JPG,nine,198,101,311,255
IMG_2624.JPG,queen,146,116,207,265
IMG_2626.JPG,king,29,32,198,239
IMG_2626.JPG,ace,160,75,260,254
IMG_2626.JPG,ten,247,51,360,254
IMG_2627.JPG,king,14,126,270,402
IMG_2627.JPG,queen,154,117,342,346
IMG_2628.JPG,queen,35,89,265,348
IMG_2628.JPG,king,203,100,365,349
IMG_2629.JPG,ace,56,28,261,287
IMG_2629.JPG,nine,202,18,335,287
IMG_2630.JPG,ace,90,91,289,303
IMG_2630.JPG,ten,177,44,353,224
IMG_2631.JPG,ten,207,210,301,413
IMG_2631.JPG,queen,68,234,223,430
IMG_2632.JPG,nine,113,51,246,234
IMG_2632.JPG,nine,238,47,321,236
IMG_2633.JPG,nine,176,112,267,328
IMG_2633.JPG,jack,26,96,200,330
IMG_2635.JPG,queen,26,43,187,258
IMG_2635.JPG,king,153,54,273,260
IMG_2635.JPG,ace,260,36,343,244
IMG_2637.JPG,king,182,209,360,427
IMG_2637.JPG,queen,4,2,206,153
IMG_2637.JPG,ten,1,178,161,410
IMG_2638.JPG,jack,1,126,214,368
IMG_2638.JPG,ace,66,208,232,432
IMG_2638.JPG,king,110,273,351,504
IMG_2641.JPG,nine,90,109,276,374
IMG_2641.JPG,ace,261,91,356,349
IMG_2642.JPG,ace,250,289,367,441
IMG_2642.JPG,ace,1,1,56,98
IMG_2642.JPG,ten,72,317,183,466
IMG_2642.JPG,ten,174,109,337,289
IMG_2643.JPG,nine,132,159,277,338
IMG_2643.JPG,king,1,44,143,236
IMG_2643.JPG,jack,198,1,378,181
IMG_2644.JPG,nine,27,230,186,422
IMG_2644.JPG,nine,95,39,245,225
IMG_2644.JPG,ten,196,234,333,408
IMG_2645.JPG,king,108,236,317,454
IMG_2645.JPG,queen,83,1,297,178
IMG_2648.JPG,queen,247,197,323,407
IMG_2648.JPG,ten,180,194,249,415
IMG_2648.JPG,ace,30,202,190,417
IMG_2649.JPG,nine,85,88,203,257
IMG_2649.JPG,jack,198,93,264,259
IMG_2649.JPG,jack,260,91,334,257
IMG_2650.JPG,jack,181,203,281,415
IMG_2650.JPG,ace,32,207,192,427
IMG_2650.JPG,queen,265,193,357,410
IMG_2652.JPG,jack,57,132,228,364
IMG_2652.JPG,ten,225,119,324,357
IMG_2653.JPG,queen,79,143,263,387
IMG_2653.JPG,king,247,141,344,381
IMG_2655.JPG,king,192,49,276,254
IMG_2655.JPG,ten,56,59,197,258
IMG_2655.JPG,ace,266,37,360,253
IMG_2657.JPG,king,40,296,105,454
IMG_2657.JPG,king,100,281,167,433
IMG_2657.JPG,ten,160,272,267,425
IMG_2658.JPG,nine,166,66,341,280
IMG_2658.JPG,jack,48,79,176,302
IMG_2659.JPG,king,87,83,278,316
IMG_2659.JPG,ace,17,117,140,330
IMG_2660.JPG,ace,121,119,236,322
IMG_2660.JPG,ten,176,106,368,336
IMG_2661.JPG,nine,30,98,224,341
IMG_2661.JPG,queen,130,130,352,393
IMG_2663.JPG,jack,158,189,318,377
IMG_2663.JPG,nine,10,224,177,431
IMG_2664.JPG,jack,122,149,288,368
IMG_2664.JPG,ace,56,164,126,384
IMG_2665.JPG,ten,185,140,363,374
IMG_2665.JPG,queen,39,172,192,401
IMG_2666.JPG,queen,57,255,206,454
IMG_2666.JPG,ace,192,239,321,413
IMG_2667.JPG,ace,79,172,164,341
IMG_2667.JPG,ten,165,177,285,347
IMG_2668.JPG,ten,96,147,176,360
IMG_2668.JPG,jack,171,146,336,370
IMG_2669.JPG,jack,200,210,362,407
IMG_2669.JPG,jack,114,218,228,413
IMG_2669.JPG,nine,20,220,126,414
IMG_2671.JPG,queen,197,277,344,468
IMG_2671.JPG,queen,107,263,243,442
IMG_2671.JPG,king,22,251,138,424
IMG_2672.JPG,nine,150,225,301,407
IMG_2672.JPG,ten,83,222,198,393
IMG_2673.JPG,nine,73,262,186,443
IMG_2673.JPG,king,142,277,300,480
IMG_2673.JPG,king,179,31,293,183
IMG_2673.JPG,queen,85,57,253,227
IMG_2674.JPG,ace,171,119,308,316
IMG_2674.JPG,ten,32,71,175,300
IMG_2679.JPG,jack,120,116,327,387
IMG_2679.JPG,queen,53,130,158,382
IMG_2680.JPG,nine,175,245,329,458
IMG_2680.JPG,nine,82,234,187,444
IMG_2681.JPG,nine,29,262,108,459
IMG_2681.JPG,ten,99,249,238,425
IMG_2682.JPG,ace,122,138,350,432
IMG_2682.JPG,ace,33,137,174,408
IMG_2683.JPG,jack,140,63,337,331
IMG_2683.JPG,king,57,59,152,318
IMG_2684.JPG,king,55,223,139,430
IMG_2684.JPG,ace,106,230,287,469
IMG_2685.JPG,ten,131,105,343,366
IMG_2685.JPG,king,52,157,172,381
IMG_2687.JPG,ace,115,223,277,440
IMG_2687.JPG,ten,54,232,130,454
IMG_2689.JPG,ace,94,143,273,388
IMG_2690.JPG,king,108,123,299,384
IMG_2691.JPG,nine,97,123,299,401
IMG_2692.JPG,king,88,121,300,414
IMG_2693.JPG,jack,93,134,309,431
IMG_2694.JPG,jack,89,117,303,415
IMG_2695.JPG,king,73,110,304,426
IMG_2696.JPG,nine,69,104,320,449
IMG_2697.JPG,king,57,105,297,438
IMG_2698.JPG,nine,80,114,302,421
IMG_2699.JPG,ace,93,112,318,427
IMG_2700.JPG,ace,74,105,303,425
IMG_2701.JPG,jack,64,102,313,453
IMG_2702.JPG,nine,85,133,290,419
IMG_2703.JPG,ace,82,152,277,422
IMG_2704.JPG,jack,70,110,301,426
